"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
191.00,"MALIGN NEOPL CEREBRUM","191.0","1910"
191.10,"MALIG NEO FRONTAL LOBE","191.1","1911"
191.20,"MAL NEO TEMPORAL LOBE","191.2","1912"
191.30,"MAL NEO PARIETAL LOBE","191.3","1913"
191.40,"MAL NEO OCCIPITAL LOBE","191.4","1914"
191.50,"MAL NEO CEREB VENTRICLE","191.5","1915"
191.60,"MAL NEO CEREBELLUM NOS","191.6","1916"
191.70,"MAL NEO BRAIN STEM","191.7","1917"
191.80,"MALIG NEO BRAIN NEC","191.8","1918"
191.90,"MALIG NEO BRAIN NOS","191.9","1919"
192.00,"MAL NEO CRANIAL NERVES","192.0","1920"
192.10,"MAL NEO CEREBRAL MENING","192.1","1921"
192.20,"MAL NEO SPINAL CORD","192.2","1922"
192.30,"MAL NEO SPINAL MENINGES","192.3","1923"
192.80,"MAL NEO NERVOUS SYST NEC","192.8","1928"
192.90,"MAL NEO NERVOUS SYST NOS","192.9","1929"
193.00,"MALIGN NEOPL THYROID","193","193"
194.00,"MALIGN NEOPL ADRENAL","194.0","1940"
194.10,"MALIG NEO PARATHYROID","194.1","1941"
194.30,"MALIG NEO PITUITARY","194.3","1943"
194.40,"MALIGN NEO PINEAL GLAND","194.4","1944"
194.50,"MAL NEO CAROTID BODY","194.5","1945"
194.60,"MAL NEO PARAGANGLIA NEC","194.6","1946"
194.80,"MAL NEO ENDOCRINE NEC","194.8","1948"
194.90,"MAL NEO ENDOCRINE NOS","194.9","1949"
195.00,"MAL NEO HEAD/FACE/NECK","195.0","1950"
195.10,"MALIGN NEOPL THORAX","195.1","1951"
195.20,"MALIG NEO ABDOMEN","195.2","1952"
195.30,"MALIGN NEOPL PELVIS","195.3","1953"
195.40,"MALIGN NEOPL ARM","195.4","1954"
195.50,"MALIGN NEOPL LEG","195.5","1955"
195.80,"MALIG NEO SITE NEC","195.8","1958"
196.00,"MAL NEO LYMPH-HEAD/NECK","196.0","1960"
196.10,"MAL NEO LYMPH-INTRATHOR","196.1","1961"
196.20,"MAL NEO LYMPH INTRA-ABD","196.2","1962"
196.30,"MAL NEO LYMPH-AXILLA/ARM","196.3","1963"
196.50,"MAL NEO LYMPH-INGUIN/LEG","196.5","1965"
196.60,"MAL NEO LYMPH-INTRAPELV","196.6","1966"
196.80,"MAL NEO LYMPH NODE-MULT","196.8","1968"
196.90,"MAL NEO LYMPH NODE NOS","196.9","1969"
197.00,"SECONDARY MALIG NEO LUNG","197.0","1970"
197.10,"SEC MAL NEO MEDIASTINUM","197.1","1971"
197.20,"SECOND MALIG NEO PLEURA","197.2","1972"
197.30,"SEC MALIG NEO RESP NEC","197.3","1973"
197.40,"SEC MALIG NEO SM BOWEL","197.4","1974"
197.50,"SEC MALIG NEO LG BOWEL","197.5","1975"
197.60,"SEC MAL NEO PERITONEUM","197.6","1976"
197.70,"SECOND MALIG NEO LIVER","197.7","1977"
197.80,"SEC MAL NEO GI NEC","197.8","1978"
198.00,"SECOND MALIG NEO KIDNEY","198.0","1980"
198.10,"SEC MALIG NEO URIN NEC","198.1","1981"
198.20,"SECONDARY MALIG NEO SKIN","198.2","1982"
198.30,"SEC MAL NEO BRAIN/SPINE","198.3","1983"
198.40,"SEC MALIG NEO NERVE NEC","198.4","1984"
198.50,"SECONDARY MALIG NEO BONE","198.5","1985"
198.60,"SECOND MALIG NEO OVARY","198.6","1986"
198.70,"SECOND MALIG NEO ADRENAL","198.7","1987"
198.81,"SECOND MALIG NEO BREAST","198.81","19881"
198.82,"SECOND MALIG NEO GENITAL","198.82","19882"
198.89,"SECONDARY MALIG NEO NEC","198.89","19889"
199.00,"MALIG NEO DISSEMINATED","199.0","1990"
199.10,"MALIGNANT NEOPLASM NOS","199.1","1991"
200.00,"RETICULOSARC-EXTRNOD/NOS","200.00","20000"
200.01,"RETICULOSARCOMA HEAD","200.01","20001"
200.02,"RETICULOSARCOMA THORAX","200.02","20002"
200.03,"RETICULOSARCOMA ABDOM","200.03","20003"
200.04,"RETICULOSARCOMA AXILLA","200.04","20004"
200.05,"RETICULOSARCOMA INGUIN","200.05","20005"
200.06,"RETICULOSARCOMA PELVIC","200.06","20006"
200.07,"RETICULOSARCOMA SPLEEN","200.07","20007"
200.08,"RETICULOSARCOMA MULT","200.08","20008"
200.10,"LYMPHOSARC-EXTRANODL/NOS","200.10","20010"
200.11,"LYMPHOSARCOMA HEAD","200.11","20011"
200.12,"LYMPHOSARCOMA THORAX","200.12","20012"
200.13,"LYMPHOSARCOMA ABDOM","200.13","20013"
200.14,"LYMPHOSARCOMA AXILLA","200.14","20014"
200.15,"LYMPHOSARCOMA INGUIN","200.15","20015"
200.16,"LYMPHOSARCOMA PELVIC","200.16","20016"
200.17,"LYMPHOSARCOMA SPLEEN","200.17","20017"
200.18,"LYMPHOSARCOMA MULT","200.18","20018"
200.20,"BURKITT'S TUM-EXTRND/NOS","200.20","20020"
200.21,"BURKITT'S TUMOR HEAD","200.21","20021"
200.22,"BURKITT'S TUMOR THORAX","200.22","20022"
200.23,"BURKITT'S TUMOR ABDOM","200.23","20023"
200.24,"BURKITT'S TUMOR AXILLA","200.24","20024"
200.25,"BURKITT'S TUMOR INGUIN","200.25","20025"
200.26,"BURKITT'S TUMOR PELVIC","200.26","20026"
200.27,"BURKITT'S TUMOR SPLEEN","200.27","20027"
200.28,"BURKITT'S TUMOR MULT","200.28","20028"
200.80,"MIX LYMPHSAR-EXTRNOD/NOS","200.80","20080"
200.81,"MIXED LYMPHOSARC HEAD","200.81","20081"
200.82,"MIXED LYMPHOSARC THORAX","200.82","20082"
200.83,"MIXED LYMPHOSARC ABDOM","200.83","20083"
200.84,"MIXED LYMPHOSARC AXILLA","200.84","20084"
200.85,"MIXED LYMPHOSARC INGUIN","200.85","20085"
200.86,"MIXED LYMPHOSARC PELVIC","200.86","20086"
200.87,"MIXED LYMPHOSARC SPLEEN","200.87","20087"
200.88,"MIXED LYMPHOSARC MULT","200.88","20088"
201.00,"HODG PARAGRAN-EXTRND/NOS","201.00","20100"
201.01,"HODGKINS PARAGRAN HEAD","201.01","20101"
201.02,"HODGKINS PARAGRAN THORAX","201.02","20102"
201.03,"HODGKINS PARAGRAN ABDOM","201.03","20103"
201.04,"HODGKINS PARAGRAN AXILLA","201.04","20104"
201.05,"HODGKINS PARAGRAN INGUIN","201.05","20105"
201.06,"HODGKINS PARAGRAN PELVIC","201.06","20106"
201.07,"HODGKINS PARAGRAN SPLEEN","201.07","20107"
201.08,"HODGKINS PARAGRAN MULT","201.08","20108"
201.10,"HODGK GRANUL-EXTRNOD/NOS","201.10","20110"
201.11,"HODGKINS GRANULOM HEAD","201.11","20111"
201.12,"HODGKINS GRANULOM THORAX","201.12","20112"
201.13,"HODGKINS GRANULOM ABDOM","201.13","20113"
201.14,"HODGKINS GRANULOM AXILLA","201.14","20114"
201.15,"HODGKINS GRANULOM INGUIN","201.15","20115"
201.16,"HODGKINS GRANULOM PELVIC","201.16","20116"
201.17,"HODGKINS GRANULOM SPLEEN","201.17","20117"
201.18,"HODGKINS GRANULOM MULT","201.18","20118"
201.20,"HODGK SARCOM-EXTRNOD/NOS","201.20","20120"
201.21,"HODGKINS SARCOMA HEAD","201.21","20121"
201.22,"HODGKINS SARCOMA THORAX","201.22","20122"
201.23,"HODGKINS SARCOMA ABDOM","201.23","20123"
201.24,"HODGKINS SARCOMA AXILLA","201.24","20124"
201.25,"HODGKINS SARCOMA INGUIN","201.25","20125"
201.26,"HODGKINS SARCOMA PELVIC","201.26","20126"
201.27,"HODGKINS SARCOMA SPLEEN","201.27","20127"
201.28,"HODGKINS SARCOMA MULT","201.28","20128"
201.40,"HODG LYMP HIST-EXTRN/NOS","201.40","20140"
201.41,"HODG LYMPH-HISTIO HEAD","201.41","20141"
201.42,"HODG LYMPH-HISTIO THORAX","201.42","20142"
201.43,"HODG LYMPH-HISTIO ABDOM","201.43","20143"
201.44,"HODG LYMPH-HISTIO AXILLA","201.44","20144"
201.45,"HODG LYMPH-HISTIO INGUIN","201.45","20145"
201.46,"HODG LYMPH-HISTIO PELVIC","201.46","20146"
201.47,"HODG LYMPH-HISTIO SPLEEN","201.47","20147"
201.48,"HODG LYMPH-HISTIO MULT","201.48","20148"
201.50,"NODUL SCLEROS-EXTRND/NOS","201.50","20150"
201.51,"HODG NODUL SCLERO HEAD","201.51","20151"
201.52,"HODG NODUL SCLERO THORAX","201.52","20152"
201.53,"HODG NODUL SCLERO ABDOM","201.53","20153"
201.54,"HODG NODUL SCLERO AXILLA","201.54","20154"
201.55,"HODG NODUL SCLERO INGUIN","201.55","20155"
201.56,"HODG NODUL SCLERO PELVIC","201.56","20156"
201.57,"HODG NODUL SCLERO SPLEEN","201.57","20157"
201.58,"HODG NODUL SCLERO MULT","201.58","20158"
201.60,"MIXD CELLULAR-EXTRND/NOS","201.60","20160"
201.61,"HODGKINS MIX CELL HEAD","201.61","20161"
201.62,"HODGKINS MIX CELL THORAX","201.62","20162"
201.63,"HODGKINS MIX CELL ABDOM","201.63","20163"
201.64,"HODGKINS MIX CELL AXILLA","201.64","20164"
201.65,"HODGKINS MIX CELL INGUIN","201.65","20165"
201.66,"HODGKINS MIX CELL PELVIC","201.66","20166"
201.67,"HODGKINS MIX CELL SPLEEN","201.67","20167"
201.68,"HODGKINS MIX CELL MULT","201.68","20168"
201.70,"LYMPH DEPLETN-EXTRND/NOS","201.70","20170"
201.71,"HODG LYMPH DEPLET HEAD","201.71","20171"
201.72,"HODG LYMPH DEPLET THORAX","201.72","20172"
201.73,"HODG LYMPH DEPLET ABDOM","201.73","20173"
201.74,"HODG LYMPH DEPLET AXILLA","201.74","20174"
201.75,"HODG LYMPH DEPLET INGUIN","201.75","20175"
201.76,"HODG LYMPH DEPLET PELVIC","201.76","20176"
201.77,"HODG LYMPH DEPLET SPLEEN","201.77","20177"
201.78,"HODG LYMPH DEPLET MULT","201.78","20178"
201.90,"HODGKINS NOS-EXTRNOD/NOS","201.90","20190"
201.91,"HODGKINS DIS NOS HEAD","201.91","20191"
201.92,"HODGKINS DIS NOS THORAX","201.92","20192"
201.93,"HODGKINS DIS NOS ABDOM","201.93","20193"
201.94,"HODGKINS DIS NOS AXILLA","201.94","20194"
201.95,"HODGKINS DIS NOS INGUIN","201.95","20195"
201.96,"HODGKINS DIS NOS PELVIC","201.96","20196"
201.97,"HODGKINS DIS NOS SPLEEN","201.97","20197"
201.98,"HODGKINS DIS NOS MULT","201.98","20198"
202.00,"NODULR LYMPHOM-EXTRN/NOS","202.00","20200"
202.01,"NODULAR LYMPHOMA HEAD","202.01","20201"
202.02,"NODULAR LYMPHOMA THORAX","202.02","20202"
202.03,"NODULAR LYMPHOMA ABDOM","202.03","20203"
202.04,"NODULAR LYMPHOMA AXILLA","202.04","20204"
202.05,"NODULAR LYMPHOMA INGUIN","202.05","20205"
202.06,"NODULAR LYMPHOMA PELVIC","202.06","20206"
202.07,"NODULAR LYMPHOMA SPLEEN","202.07","20207"
202.08,"NODULAR LYMPHOMA MULT","202.08","20208"
202.10,"MYCOS FUNGOID-EXTRND/NOS","202.10","20210"
202.11,"MYCOSIS FUNGOIDES HEAD","202.11","20211"
202.12,"MYCOSIS FUNGOIDES THORAX","202.12","20212"
202.13,"MYCOSIS FUNGOIDES ABDOM","202.13","20213"
202.14,"MYCOSIS FUNGOIDES AXILLA","202.14","20214"
202.15,"MYCOSIS FUNGOIDES INGUIN","202.15","20215"
202.16,"MYCOSIS FUNGOIDES PELVIC","202.16","20216"
202.17,"MYCOSIS FUNGOIDES SPLEEN","202.17","20217"
202.18,"MYCOSIS FUNGOIDES MULT","202.18","20218"
202.20,"SEZARY'S DIS-EXTRNOD/NOS","202.20","20220"
202.21,"SEZARY'S DISEASE HEAD","202.21","20221"
202.22,"SEZARY'S DISEASE THORAX","202.22","20222"
202.23,"SEZARY'S DISEASE ABDOM","202.23","20223"
202.24,"SEZARY'S DISEASE AXILLA","202.24","20224"
202.25,"SEZARY'S DISEASE INGUIN","202.25","20225"
202.26,"SEZARY'S DISEASE PELVIC","202.26","20226"
202.27,"SEZARY'S DISEASE SPLEEN","202.27","20227"
202.28,"SEZARY'S DISEASE MULT","202.28","20228"
202.30,"MALIG HISTIOC-EXTRND/NOS","202.30","20230"
202.31,"MAL HISTIOCYTOSIS HEAD","202.31","20231"
202.32,"MAL HISTIOCYTOSIS THORAX","202.32","20232"
202.33,"MAL HISTIOCYTOSIS ABDOM","202.33","20233"
202.34,"MAL HISTIOCYTOSIS AXILLA","202.34","20234"
202.35,"MAL HISTIOCYTOSIS INGUIN","202.35","20235"
202.36,"MAL HISTIOCYTOSIS PELVIC","202.36","20236"
202.37,"MAL HISTIOCYTOSIS SPLEEN","202.37","20237"
202.38,"MAL HISTIOCYTOSIS MULT","202.38","20238"
202.40,"HAIRY-CEL LEUK-EXTRN/NOS","202.40","20240"
202.41,"HAIRY-CELL LEUKEM HEAD","202.41","20241"
202.42,"HAIRY-CELL LEUKEM THORAX","202.42","20242"
202.43,"HAIRY-CELL LEUKEM ABDOM","202.43","20243"
202.44,"HAIRY-CELL LEUKEM AXILLA","202.44","20244"
202.45,"HAIRY-CELL LEUKEM INGUIN","202.45","20245"
202.46,"HAIRY-CELL LEUKEM PELVIC","202.46","20246"
202.47,"HAIRY-CELL LEUKEM SPLEEN","202.47","20247"
202.48,"HAIRY-CELL LEUKEM MULT","202.48","20248"
202.50,"LETTERER-SIWE-EXTRND/NOS","202.50","20250"
202.51,"LETTERER-SIWE DIS HEAD","202.51","20251"
202.52,"LETTERER-SIWE DIS THORAX","202.52","20252"
202.53,"LETTERER-SIWE DIS ABDOM","202.53","20253"
202.54,"LETTERER-SIWE DIS AXILLA","202.54","20254"
202.55,"LETTERER-SIWE DIS INGUIN","202.55","20255"
202.56,"LETTERER-SIWE DIS PELVIC","202.56","20256"
202.57,"LETTERER-SIWE DIS SPLEEN","202.57","20257"
202.58,"LETTERER-SIWE DIS MULT","202.58","20258"
202.60,"MAL MAST CELL-EXTRND/NOS","202.60","20260"
202.61,"MAL MASTOCYTOSIS HEAD","202.61","20261"
202.62,"MAL MASTOCYTOSIS THORAX","202.62","20262"
202.63,"MAL MASTOCYTOSIS ABDOM","202.63","20263"
202.64,"MAL MASTOCYTOSIS AXILLA","202.64","20264"
202.65,"MAL MASTOCYTOSIS INGUIN","202.65","20265"
202.66,"MAL MASTOCYTOSIS PELVIC","202.66","20266"
202.67,"MAL MASTOCYTOSIS SPLEEN","202.67","20267"
202.68,"MAL MASTOCYTOSIS MULT","202.68","20268"
202.80,"LYMPHOMA NEC-EXTRNOD/NOS","202.80","20280"
202.81,"LYMPHOMAS NEC HEAD","202.81","20281"
202.82,"LYMPHOMAS NEC THORAX","202.82","20282"
202.83,"LYMPHOMAS NEC ABDOM","202.83","20283"
202.84,"LYMPHOMAS NEC AXILLA","202.84","20284"
202.85,"LYMPHOMAS NEC INGUIN","202.85","20285"
202.86,"LYMPHOMAS NEC PELVIC","202.86","20286"
202.87,"LYMPHOMAS NEC SPLEEN","202.87","20287"
202.88,"LYMPHOMAS NEC MULT","202.88","20288"
202.90,"LYMPH MAL NEC-EXTRND/NOS","202.90","20290"
202.91,"LYMPHOID MAL NEC HEAD","202.91","20291"
202.92,"LYMPHOID MAL NEC THORAX","202.92","20292"
202.93,"LYMPHOID MAL NEC ABDOM","202.93","20293"
202.94,"LYMPHOID MAL NEC AXILLA","202.94","20294"
202.95,"LYMPHOID MAL NEC INGUIN","202.95","20295"
202.96,"LYMPHOID MAL NEC PELVIC","202.96","20296"
202.97,"LYMPHOID MAL NEC SPLEEN","202.97","20297"
202.98,"LYMPHOID MAL NEC MULT","202.98","20298"
203.00,"MULTIPLE MYELOMA","203.00","20300"
203.01,"MULT MYELOMA IN REMISS'N","203.01","20301"
203.10,"PLASMA CELL LEUKEMIA","203.10","20310"
203.11,"PLAS CEL LEUK IN REMISSN","203.11","20311"
203.80,"IMMUNOPROLIFERAT NEO NEC","203.80","20380"
203.81,"IMMUNOPROL NEO IN REMISS","203.81","20381"
204.00,"ACUTE LYMPHOID LEUKEMIA","204.00","20400"
204.01,"AC LYMPH LEUK IN REMISSN","204.01","20401"
204.10,"CHR LYMPHOID LEUKEMIA","204.10","20410"
204.11,"CH LYMPH LEUK IN REMISSN","204.11","20411"
204.20,"SUBAC LYMPHOID LEUKEMIA","204.20","20420"
204.21,"SUBAC LYMP LEUK IN REMIS","204.21","20421"
204.80,"LYMPHOID LEUKEMIA NEC","204.80","20480"
204.81,"LYMPHOID LEUK IN REMISSN","204.81","20481"
204.90,"LYMPHOID LEUKEMIA NOS","204.90","20490"
204.91,"LYMPHOID LEUK IN REMISSN","204.91","20491"
205.00,"ACUTE MYELOID LEUKEMIA","205.00","20500"
205.01,"AC MYEL LEUK IN REMISS'N","205.01","20501"
205.10,"CHRONIC MYELOID LEUKEMIA","205.10","20510"
205.11,"CH MYEL LEUK IN REMISS'N","205.11","20511"
205.20,"SUBACUT MYELOID LEUKEMIA","205.20","20520"
205.21,"SUBAC MYEL LEUK IN REMIS","205.21","20521"
205.30,"MYELOID SARCOMA","205.30","20530"
205.31,"MYELOID SARCOMA IN REMIS","205.31","20531"
205.80,"MYELOID LEUKEMIA NEC","205.80","20580"
205.81,"MYLOID LEUK NEC IN REMIS","205.81","20581"
205.90,"MYELOID LEUKEMIA NOS","205.90","20590"
205.91,"MYLOID LEUK NOS IN REMIS","205.91","20591"
206.00,"ACUTE MONOCYTIC LEUKEMIA","206.00","20600"
206.01,"AC MONOCYT LEUK IN REMIS","206.01","20601"
206.10,"CHR MONOCYTIC LEUKEMIA","206.10","20610"
206.11,"CH MONOCYT LEUK IN REMIS","206.11","20611"
206.20,"SUBAC MONOCYTIC LEUKEMIA","206.20","20620"
206.21,"SUBAC MONO LEUK IN REMIS","206.21","20621"
206.80,"MONOCYTIC LEUKEMIA NEC","206.80","20680"
206.81,"MONO LEUK NEC IN REMISSN","206.81","20681"
206.90,"MONOCYTIC LEUKEMIA NOS","206.90","20690"
206.91,"MONO LEUK NOS IN REMISSN","206.91","20691"
207.00,"ACUTE ERYTHREMIA","207.00","20700"
207.01,"AC ERYTHREMIA IN REMISSN","207.01","20701"
207.10,"CHRONIC ERYTHREMIA","207.10","20710"
207.11,"CH ERYTHREMIA IN REMISSN","207.11","20711"
207.20,"MEGAKARYOCYTIC LEUKEMIA","207.20","20720"
207.21,"MEGAKARY LEUK IN REMISSN","207.21","20721"
207.80,"SPECIFIED LEUKEMIA NEC","207.80","20780"
207.81,"LEUKEMIA NEC IN REMISS'N","207.81","20781"
208.00,"ACUTE LEUKEMIA NOS","208.00","20800"
208.01,"AC LEUKEMIA NOS IN REMIS","208.01","20801"
208.10,"CHRONIC LEUKEMIA NOS","208.10","20810"
208.11,"CH LEUKEMIA NOS IN REMIS","208.11","20811"
208.20,"SUBACUTE LEUKEMIA NOS","208.20","20820"
208.21,"SUBAC LEUK NOS IN REMISS","208.21","20821"
208.80,"LEUKEMIA-UNSPEC CELL NEC","208.80","20880"
208.81,"LEUK-UNSPEC CEL NEC/REMI","208.81","20881"
208.90,"LEUKEMIA-UNSPEC CELL NOS","208.90","20890"
208.91,"LEUK-UNSPEC CEL NOS/REMI","208.91","20891"
210.00,"BENIGN NEOPLASM LIP","210.0","2100"
210.10,"BENIGN NEOPLASM TONGUE","210.1","2101"
210.20,"BEN NEO MAJOR SALIVARY","210.2","2102"
210.30,"BENIGN NEO MOUTH FLOOR","210.3","2103"
210.40,"BENIGN NEO MOUTH NEC/NOS","210.4","2104"
210.50,"BENIGN NEOPLASM TONSIL","210.5","2105"
210.60,"BENIGN NEO OROPHARYN NEC","210.6","2106"
210.70,"BENIGN NEO NASOPHARYNX","210.7","2107"
210.80,"BENIGN NEO HYPOPHARYNX","210.8","2108"
210.90,"BENIGN NEO PHARYNX NOS","210.9","2109"
211.00,"BENIGN NEO ESOPHAGUS","211.0","2110"
211.10,"BENIGN NEOPLASM STOMACH","211.1","2111"
211.20,"BENIGN NEOPLASM SM BOWEL","211.2","2112"
211.30,"BENIGN NEOPLASM LG BOWEL","211.3","2113"
211.40,"BENIGN NEOPL RECTUM/ANUS","211.4","2114"
211.50,"BEN NEO LIVER/BILE DUCTS","211.5","2115"
211.60,"BENIGN NEOPLASM PANCREAS","211.6","2116"
211.70,"BEN NEO ISLETS LANGERHAN","211.7","2117"
211.80,"BEN NEO PERITONEUM","211.8","2118"
211.90,"BEN NEO GI TRACT NEC/NOS","211.9","2119"
212.00,"BEN NEO NASAL CAV/SINUS","212.0","2120"
212.10,"BENIGN NEO LARYNX","212.1","2121"
212.20,"BENIGN NEO TRACHEA","212.2","2122"
212.30,"BENIGN NEO BRONCHUS/LUNG","212.3","2123"
212.40,"BENIGN NEOPLASM PLEURA","212.4","2124"
212.50,"BENIGN NEO MEDIASTINUM","212.5","2125"
212.60,"BENIGN NEOPLASM THYMUS","212.6","2126"
212.70,"BENIGN NEOPLASM HEART","212.7","2127"
212.80,"BENIGN NEO RESP SYS NEC","212.8","2128"
212.90,"BENIGN NEO RESP SYS NOS","212.9","2129"
213.00,"BEN NEO SKULL/FACE BONE","213.0","2130"
213.10,"BEN NEO LOWER JAW BONE","213.1","2131"
213.20,"BENIGN NEO VERTEBRAE","213.2","2132"
213.30,"BEN NEO RIBS/STERN/CLAV","213.3","2133"
213.40,"BEN NEO LONG BONES ARM","213.4","2134"
213.50,"BEN NEO BONES WRIST/HAND","213.5","2135"
213.60,"BENIGN NEO PELVIC GIRDLE","213.6","2136"
213.70,"BEN NEO LONG BONES LEG","213.7","2137"
213.80,"BEN NEO BONES ANKLE/FOOT","213.8","2138"
213.90,"BENIGN NEO BONE NOS","213.9","2139"
214.00,"LIPOMA SKIN FACE","214.0","2140"
214.10,"LIPOMA SKIN NEC","214.1","2141"
214.20,"LIPOMA INTRATHORACIC","214.2","2142"
214.30,"LIPOMA INTRA-ABDOMINAL","214.3","2143"
214.40,"LIPOMA SPERMATIC CORD","214.4","2144"
214.80,"LIPOMA NEC","214.8","2148"
214.90,"LIPOMA NOS","214.9","2149"
215.00,"BEN NEO SOFT TISSUE HEAD","215.0","2150"
215.20,"BEN NEO SOFT TISSUE ARM","215.2","2152"
215.30,"BEN NEO SOFT TISSUE LEG","215.3","2153"
215.40,"BEN NEO SOFT TIS THORAX","215.4","2154"
215.50,"BEN NEO SOFT TIS ABDOMEN","215.5","2155"
215.60,"BEN NEO SOFT TIS PELVIS","215.6","2156"
215.70,"BENIGN NEO TRUNK NOS","215.7","2157"
215.80,"BEN NEO SOFT TISSUE NEC","215.8","2158"
215.90,"BEN NEO SOFT TISSUE NOS","215.9","2159"
216.00,"BENIGN NEO SKIN LIP","216.0","2160"
216.10,"BENIGN NEO SKIN EYELID","216.1","2161"
216.20,"BENIGN NEO SKIN EAR","216.2","2162"
216.30,"BENIGN NEO SKIN FACE NEC","216.3","2163"
216.40,"BEN NEO SCALP/SKIN NECK","216.4","2164"
216.50,"BENIGN NEO SKIN TRUNK","216.5","2165"
216.60,"BENIGN NEO SKIN ARM","216.6","2166"
216.70,"BENIGN NEO SKIN LEG","216.7","2167"
216.80,"BENIGN NEOPLASM SKIN NEC","216.8","2168"
216.90,"BENIGN NEOPLASM SKIN NOS","216.9","2169"
217.00,"BENIGN NEOPLASM BREAST","217","217"
218.00,"SUBMUCOUS LEIOMYOMA","218.0","2180"
218.10,"INTRAMURAL LEIOMYOMA","218.1","2181"
218.20,"SUBSEROUS LEIOMYOMA","218.2","2182"
218.90,"UTERINE LEIOMYOMA NOS","218.9","2189"
219.00,"BENIGN NEO CERVIX UTERI","219.0","2190"
219.10,"BENIGN NEO CORPUS UTERI","219.1","2191"
219.80,"BENIGN NEO UTERUS NEC","219.8","2198"
219.90,"BENIGN NEO UTERUS NOS","219.9","2199"
220.00,"BENIGN NEOPLASM OVARY","220","220"
221.00,"BEN NEO FALLOPIAN TUBE","221.0","2210"
221.10,"BENIGN NEOPLASM VAGINA","221.1","2211"
221.20,"BENIGN NEOPLASM VULVA","221.2","2212"
221.80,"BEN NEO FEM GENITAL NEC","221.8","2218"
221.90,"BEN NEO FEM GENITAL NOS","221.9","2219"
222.00,"BENIGN NEOPLASM TESTIS","222.0","2220"
222.10,"BENIGN NEOPLASM PENIS","222.1","2221"
222.20,"BENIGN NEOPLASM PROSTATE","222.2","2222"
222.30,"BENIGN NEO EPIDIDYMIS","222.3","2223"
222.40,"BENIGN NEOPLASM SCROTUM","222.4","2224"
222.80,"BEN NEO MALE GENITAL NEC","222.8","2228"
222.90,"BEN NEO MALE GENITAL NOS","222.9","2229"
223.00,"BENIGN NEOPLASM KIDNEY","223.0","2230"
223.10,"BENIGN NEO RENAL PELVIS","223.1","2231"
223.20,"BENIGN NEOPLASM URETER","223.2","2232"
223.30,"BENIGN NEOPLASM BLADDER","223.3","2233"
223.81,"BENIGN NEOPLASM URETHRA","223.81","22381"
223.89,"BENIGN NEO URINARY NEC","223.89","22389"
223.90,"BENIGN NEO URINARY NOS","223.9","2239"
224.00,"BENIGN NEOPLASM EYEBALL","224.0","2240"
224.10,"BENIGN NEOPLASM ORBIT","224.1","2241"
224.20,"BEN NEO LACRIMAL GLAND","224.2","2242"
224.30,"BENIGN NEO CONJUNCTIVA","224.3","2243"
224.40,"BENIGN NEOPLASM CORNEA","224.4","2244"
224.50,"BENIGN NEOPLASM RETINA","224.5","2245"
224.60,"BENIGN NEOPLASM CHOROID","224.6","2246"
224.70,"BEN NEO LACRIMAL DUCT","224.7","2247"
224.80,"BENIGN NEOPLASM EYE NEC","224.8","2248"
224.90,"BENIGN NEOPLASM EYE NOS","224.9","2249"
225.00,"BENIGN NEOPLASM BRAIN","225.0","2250"
225.10,"BENIGN NEO CRANIAL NERVE","225.1","2251"
225.20,"BEN NEO CEREBR MENINGES","225.2","2252"
225.30,"BENIGN NEO SPINAL CORD","225.3","2253"
225.40,"BEN NEO SPINAL MENINGES","225.4","2254"
225.80,"BENIGN NEO NERV SYS NEC","225.8","2258"
225.90,"BENIGN NEO NERV SYS NOS","225.9","2259"
226.00,"BENIGN NEOPLASM THYROID","226","226"
227.00,"BENIGN NEOPLASM ADRENAL","227.0","2270"
227.10,"BENIGN NEO PARATHYROID","227.1","2271"
227.30,"BENIGN NEO PITUITARY","227.3","2273"
227.40,"BEN NEOPL PINEAL GLAND","227.4","2274"
227.50,"BENIGN NEO CAROTID BODY","227.5","2275"
227.60,"BEN NEO PARAGANGLIA NEC","227.6","2276"
227.80,"BENIGN NEO ENDOCRINE NEC","227.8","2278"
227.90,"BENIGN NEO ENDOCRINE NOS","227.9","2279"
228.00,"HEMANGIOMA NOS","228.00","22800"
228.01,"HEMANGIOMA SKIN","228.01","22801"
228.02,"HEMANGIOMA INTRACRANIAL","228.02","22802"
228.03,"HEMANGIOMA RETINA","228.03","22803"
228.04,"HEMANGIOMA INTRA-ABDOM","228.04","22804"
228.09,"HEMANGIOMA NEC","228.09","22809"
228.10,"LYMPHANGIOMA, ANY SITE","228.1","2281"
229.00,"BENIGN NEO LYMPH NODES","229.0","2290"
229.80,"BENIGN NEOPLASM NEC","229.8","2298"
229.90,"BENIGN NEOPLASM NOS","229.9","2299"
230.00,"CA IN SITU ORAL CAV/PHAR","230.0","2300"
230.10,"CA IN SITU ESOPHAGUS","230.1","2301"
230.20,"CA IN SITU STOMACH","230.2","2302"
230.30,"CA IN SITU COLON","230.3","2303"
230.40,"CA IN SITU RECTUM","230.4","2304"
230.50,"CA IN SITU ANAL CANAL","230.5","2305"
230.60,"CA IN SITU ANUS NOS","230.6","2306"
230.70,"CA IN SITU BOWEL NEC/NOS","230.7","2307"
230.80,"CA IN SITU LIVER/BILIARY","230.8","2308"
